,pbmc_1,pbmc_10
TNKS,4.489165,3.359762
TNMD,0.0,0.0
TNNC1,2.0939,0.704383
TNNC2,1.54918,3.26058
TNNI1,0.0404715,0.0701638
TNNI2,8.60057,15.2675
TNNI3K,0.11654,0.366086
TNNI3,0.0,0.0
TNNT1,7.90514,4.8288958
TNNT2,1.09334,0.20025
TNNT3,0.159497,0.393317
TNN,0.0,0.0
TNP1,0.0,0.0
TNP2,0.0,0.0
TNPO1,10.4953388022,7.47553
TNPO2,5.588764,4.109496
TNPO3,21.55791,17.47950067187
TNRC18,26.7938199,29.2917287
TNRC6A,10.3972125,8.265305948
TNRC6B,8.969099,6.233956
TNRC6C,20.12089,9.89363
TNR,0.0733436,0.0236681
TNS1,0.9044528,1.42378124170617
TNS3,7.372165047,5.749583
TNS4,0.3470243,0.135671
TNXB,0.614029,0.2018088
TOB1,89.605,88.359159
TOB2,15.7389,9.06296
TOE1,8.114424,8.36354290064
TOLLIP,26.885807,27.715807
TOM1L1,0.263152326221,0.0523916584183
TOM1L2,6.339128612,5.494401
TOM1,45.753720430125,61.027543087915
TOMM20L,0.465296,0.855118
TOMM20,95.9107,88.338
TOMM22,79.5261,73.4255
TOMM34,9.693067,6.96630000003645
TOMM40L,5.74224029809551,5.52707
TOMM40,42.5173,38.50624
TOMM5,64.606906,48.0339188
TOMM6,185.4351,170.5816
TOMM70A,15.2348,11.8339
TOMM7,420.468,358.979
TOP1MT,32.165581,28.730361
TOP1,42.8115333,36.1178314
TOP2A,2.55233,1.66408
TOP2B,84.102,65.10198
TOP3A,10.1385738,8.804931668
TOP3B,8.17958,7.474476
TOPBP1,12.91808,9.28758
TOPORS,9.77538,7.73378
TOR1AIP1,22.848,17.901677
TOR1AIP2,7.852157,7.090449282183
TOR1A,29.780351,34.625038
TOR1B,18.32,15.199
TOR2A,41.625728,50.628805
TOR3A,47.85534,51.5556
TOX2,1.446739,1.765456
TOX3,0.0,0.0
TOX4,27.8370540213991,24.5932290035568
TOX,5.6267,2.49113
TP53AIP1,0.252887,0.0639252
TP53BP1,4.96927412613549,3.81699756024
TP53BP2,12.926337,10.65345
TP53I11,10.820371405913,14.313235000842
TP53I13,20.8998,24.9617
TP53I3,10.4577439,8.61278
TP53INP1,7.89636,8.3769459
TP53INP2,1.33559,1.08586
TP53RK,7.9621,6.608049
TP53TG3D,0.02707905,0.2814236
TP53TG5,0.0678264,0.418621
TP53,35.73419241893,28.8046056
TP63,0.297309,0.2200632
TP73,0.2272539,0.0
TPBG,0.318196,1.8071961666
TPCN1,25.969621,32.338482
TPCN2,8.5744171,6.434752
TPD52L1,0.0328579,0.0266129
TPD52L2,82.8112622,83.5424202794295
TPD52L3,0.0,0.0
TPD52,17.571265,15.87971
TPH1,0.0109096,0.0
TPH2,0.0,0.0
TPI1P2,0.255584,0.314803
TPI1,367.87874,390.08421
TPK1,10.392478,7.8007346
TPM1,9.18624,11.74159487649
TPM2,3.2050405,3.0010789
TPM3,906.694132412027,864.000356001941
TPM4,124.097748,74.664835
TPMT,17.603467,16.509356
TPO,0.0161804,0.156767
TPP1,162.365289,155.710131
TPP2,18.507,9.56576
TPPP2,0.0,0.0
TPPP3,39.2695218,59.3667
TPPP,0.819615,0.396028
TPRA1,20.75932,16.17915
TPRG1L,56.2212,50.11841
TPRG1,0.351749,0.282624
TPRKB,31.684676,22.602527374
TPRN,9.26783,9.53168
TPRX1,0.0,0.0
TPR,19.062412,13.638877
TPSAB1,0.278447,0.145025
TPSB2,1.68249068212,1.391438
TPSD1,0.488229,0.134782
TPSG1,0.1001,0.0
TPST1,1.858165,1.66418206
TPST2,61.378765,48.384609
TPT1,12615.73175,11468.42629
TPTE2,0.0,0.218931
TPTE,0.0,0.0
TPX2,1.868819,1.172387
TRA2A,65.58118,52.5136
TRA2B,125.174449,122.3432
TRABD,52.293677,60.88467
TRADD,79.94288,81.01751
TRAF1,6.327678,4.58119
TRAF2,7.91385939075691,7.43850977563486
TRAF3IP1,6.0823,5.301007
TRAF3IP2,13.700158,9.315508120665
TRAF3IP3,125.428504,93.30403
TRAF3,20.045086,19.10900257
TRAF4,5.347454,4.105821
TRAF5,10.5670302080326,9.67819800003398
TRAF6,5.85542,6.31631
TRAF7,28.5136,32.0269
TRAFD1,30.667742,36.438667
TRAIP,0.8325413,0.332313
TRAK1,21.787616959,20.601982839
TRAK2,16.106853,10.8984021
TRAM1L1,0.0,0.0
TRAM1,159.84785,114.33935
TRAM2,4.90404,3.04831
TRANK1,11.9156,9.15557
TRAP1,30.04952786584,19.5644284
TRAPPC10,35.532115,27.08831
TRAPPC1,183.966,177.439
TRAPPC2L,48.039083,40.99222
TRAPPC2,11.791339,8.037876
TRAPPC3,55.2504,56.4571
TRAPPC4,25.640397,26.8491572
TRAPPC5,177.94461,239.67716
TRAPPC6A,74.5023,74.8029
TRAPPC6B,4.134223,2.272395805922
TRAPPC9,20.502434,17.147877
TRAT1,30.32014,19.0886
TRDMT1,3.13141400005403,1.647815
TRDN,0.0,0.0
TREH,0.0,0.0
TREM1,38.858879,55.9025
TREM2,0.254265,0.201107
TREML1,3.36541,19.91313
TREML2,2.98146,3.63863
TREML4,2.24555663,0.039086900667096
TRERF1,9.0992033533,7.13156850643
TREX1,42.9341282,50.439512458
TREX2,0.46285,0.498216
TRHDE,0.0,0.0
TRHR,0.0,0.0
TRH,0.0,0.0896077
TRIAP1,22.5928,27.9251
TRIB1,8.55192,7.66454
TRIB2,23.19931,14.55729
TRIB3,6.48358,7.822064
TRIL,0.00684312,0.0
TRIM10,0.0587476,0.296655
TRIM11,16.54288,14.99285041
TRIM13,3.3068961929,2.667026
TRIM14,37.438871355,41.791690864964
TRIM15,0.0,0.0719348
TRIM16L,2.448786,1.990374
TRIM16,3.726459,2.796814
TRIM17,0.246924,0.186147
TRIM21,17.9359,19.3116
TRIM22,54.3973034,51.999576
TRIM23,3.18822,1.89241
TRIM24,9.93676,7.76634
TRIM25,11.6712,9.94932
TRIM26,26.826903,22.06475528
TRIM27,31.11393,24.5147538
TRIM28,160.3843,164.9548
TRIM29,0.0,0.0
TRIM2,0.510158614,0.143520832
TRIM31,0.10792,0.0262819
TRIM32,3.117357,1.64613000018425
TRIM33,12.3043456,9.63310700230551
TRIM34,10.2199000002111,11.1168801543661
TRIM35,9.61932,8.635757
TRIM36,0.106917,0.305991
TRIM37,4.516465,4.407557
TRIM38,14.511598,12.3939
TRIM39,7.037922941,4.950918227
TRIM3,1.8559,1.91344
TRIM40,0.0183261,0.216925
TRIM41,11.3410977,12.05316
TRIM42,0.0,0.0
TRIM43,0.0,0.0949588
TRIM44,35.2235,28.4483
TRIM45,0.297248,0.430408
TRIM46,1.687249,1.532827298177
TRIM47,2.123823,1.087024
TRIM48,0.0,0.0
TRIM49D2,0.0321346,0.0
TRIM49,0.0,0.0
TRIM4,23.26721,15.071726
TRIM50,0.0,0.0
TRIM52,14.0586,10.4068
TRIM54,0.0216535,0.0665363
TRIM55,0.0,0.0
TRIM56,12.79486,12.06469
TRIM58,3.77439,8.96319
TRIM59,4.77207,3.71447
TRIM5,9.91308,8.24257187004523
TRIM6-TRIM34,0.0,0.0
TRIM60,0.140837,0.105869
TRIM61,0.249177,0.535523
TRIM62,4.83067,4.50776
TRIM63,0.0,0.0
TRIM64,0.219453,0.0
TRIM65,10.6353,8.60133
TRIM66,2.467277,0.629535
TRIM67,0.0,0.0
TRIM68,7.6236642759,4.3645400420263
TRIM69,0.683924,1.101231
TRIM6,0.3322775,0.19588000123788
TRIM71,0.0221702,0.0610222
TRIM72,0.0605424,0.0928672
TRIM74,0.419315,0.2019139
TRIM77,0.0,0.0
TRIM7,3.08747,6.190633
TRIM8,65.9793,65.7386
TRIM9,0.154439,0.1437236
TRIML1,0.0,0.0
TRIML2,0.0,0.0
TRIOBP,33.1930376,36.5740167
TRIO,4.2183592,3.003901770921
TRIP10,3.237017,2.87818
TRIP11,8.49398,7.018641
TRIP12,28.87,23.1319898
TRIP13,1.90893,0.744884
TRIP4,19.6185,14.0877
TRIP6,6.09227,4.80199
TRIT1,5.3376590855,5.9625809377
TRMT112,269.262,255.463
TRMT11,2.830876257205,1.686002298
TRMT12,8.14753,5.92263
TRMT1,28.027478,37.25256
TRMT2A,15.666585,15.95849
TRMT2B,19.95216,16.6320200453446
TRMT5,1.61766,1.24119
TRMT61A,6.604913,5.643951
TRMT61B,9.31076261536,9.17133
TRMT6,12.9523880002374,9.656676
TRMU,6.18005902318162,6.0949577
TRNAU1AP,14.855028,11.611804
TRNP1,2.20829,1.39615
TRNT1,6.189128,5.50762467929
TROAP,0.965743,1.0009449
TROVE2,17.8364200568874,13.1092200237285
TRO,0.475895,0.5339347
TRPA1,0.0,0.0
TRPC1,0.622051,0.365564
TRPC2,0.180195,0.233736
TRPC3,0.0,0.0
TRPC4AP,37.738410203363,43.48048
TRPC4,0.0,0.0
TRPC5,0.0,0.0
TRPC6,0.02997462,0.1388336
TRPC7,0.0,0.0
TRPM1,0.0149686,0.032097
TRPM2,5.485742139421,8.138721
TRPM3,0.0368739,0.0399702
TRPM4,2.454153,1.6313522
TRPM5,0.0,0.01843263379
TRPM6,0.1510773,0.090391
TRPM7,19.507853,12.709319
TRPM8,0.303949,0.0753434
TRPS1,3.01090455923,2.46561200198771
TRPT1,19.7289702,19.181311
TRPV1,1.47676122012,0.822025560682
TRPV2,41.54771,40.03426
TRPV3,0.2091884,0.213867
TRPV4,0.860534325,0.84139847
TRPV5,0.00702333,0.0906574
TRPV6,0.141802,0.0981692
TRRAP,15.51867,12.58181
TRUB1,5.94603,3.24501
TRUB2,16.6688,12.1014
PRSS58,0.0,0.0
TSC1,4.8441103,3.6533692
TSC22D1,20.07419,29.36383
TSC22D2,10.906168,8.531461
TSC22D3,390.68339,394.77237723
TSC22D4,151.51464,168.6769
TSC2,25.065497,24.907364
TSEN15,22.082198,16.755484
TSEN2,3.559637,1.944612
TSEN34,40.879806,47.490724
TSEN54,29.94695,22.072979
TSFM,8.5183085,9.448666
TSG101,30.5545788,27.0679
TSGA10IP,0.184053,0.497938
TSGA10,2.1427151,1.628955
TSGA13,0.183402,0.115872
CEP41,4.12349746556618,3.5368260793207
TSHB,0.0,0.0
TSHR,0.2678272,0.0
TSHZ1,23.7733,20.8392
TSHZ2,5.87067,2.82374
TSHZ3,3.44617,4.16287
TSIX,0.278797,0.230794
TSKS,1.54459,1.22812
TSKU,0.00643446,0.0
TSLP,0.0,0.0608845
TSNARE1,9.37042,9.88808239818
TSNAXIP1,0.0122795,0.0
TSNAX,33.0876,26.7491
TSN,32.53982,27.98083
TSPAN10,0.564824,0.6429434
TSPAN11,0.0,0.0
TSPAN12,0.0,0.0129287
TSPAN13,10.6343,13.811
TSPAN14,69.6545410066982,58.76115
TSPAN15,2.73871,1.91408
TSPAN16,0.548912,0.136758
TSPAN17,19.5697748,24.52784
TSPAN18,18.90004,15.08101
TSPAN19,0.0,0.0
TSPAN1,0.027857,0.264397
TSPAN2,4.94744,4.35795
TSPAN31,22.7466,19.0833081569
TSPAN32,19.340271,25.5007054
TSPAN33,19.728,33.5697
TSPAN3,46.3558700048873,44.901329148
TSPAN4,15.4189993,20.6014
TSPAN5,8.49644,5.18663
TSPAN6,1.20671,0.341595
TSPAN7,0.1365517,0.869653
TSPAN8,0.0,0.0
TSPAN9,0.642058,1.88454
TSPO2,0.0,0.0
TSPO,500.7589,672.9101
TSPY1,0.0,0.0
TSPY2,0.0,0.0
TSPY3,0.0,0.0
TSPY4,0.0,0.0
TSPYL1,40.4827,37.3762
TSPYL2,15.616975,13.32782
TSPYL4,11.83803,8.27602
TSPYL5,1.73359,1.64612
TSPYL6,0.0,0.0213323
TSR1,7.97637,5.936
TSR2,43.28622,42.9564000112455
TSSC1,23.330473,20.1559
TSSC4,34.021374,46.33463051
TSSK1B,0.0,0.0
TSSK2,0.0,0.0
TSSK3,2.05089,2.67546
TSSK4,0.942446,0.821359
TSSK6,0.971473,1.282257
TSTA3,38.1719000232242,41.312732
TSTD1,90.85107,66.4533
TSTD2,3.350327,2.529419
TST,17.760937,28.977438
TTBK1,0.00967047,0.0
TTBK2,4.30402700096227,3.232633
TTC12,4.071404746,4.80359
TTC13,7.13351,6.110451
TTC14,5.082626,4.706646
TRAPPC12,31.997775,32.456367
TTC16,1.517532,0.657871
TTC17,31.427762,23.2912337
CFAP70,0.373209,0.08812197
TTC19,20.7685884,15.815158
TTC1,61.7473,46.2188
TTC21A,0.8806864,0.5250257
TTC21B,3.760893,2.073228
TTC22,2.767605,2.619663
TTC23L,0.0619385,0.0
TTC23,0.357833,0.31616474
TTC24,1.43102,1.42089
TTC25,0.191829,0.166538
TTC26,0.332275008555,0.2825585109054
TTC27,13.5812751608,9.46
TTC28,0.678552,0.648209
TTC29,0.0,0.0
TTC30A,0.232292,0.182258
TTC30B,0.339064,0.50866
TTC31,10.788213,9.4370922
TTC32,9.3651,7.47576
TTC33,3.16251,2.00821
EMC2,9.91968,6.52626
TTC36,1.114322,0.0
TTC37,11.8434,6.18565
TTC38,19.60216,12.50835
TTC39A,0.362485279715,0.340158408467
TTC39B,3.2915841,3.33507050340309
TTC39C,39.78597,31.77102
TTC3,39.2476166,31.21253
TTC4,11.5418000063252,8.86963
TTC5,6.61454,3.55365
TTC7A,39.441877,47.98571
TTC7B,1.728569,2.572189
TTC8,1.427748,1.484162
TTC9B,0.0,0.123103
TTC9C,10.2668,8.252394
TTC9,16.5185,11.1959
TTF1,17.455229,13.8805250002063
TTF2,3.531412,2.786145
TTK,0.357917,0.32521493
TTLL10,0.092938042857,0.0
TTLL11,5.195862,2.6016583
TTLL12,20.046906,17.2448
TTLL13P,0.108089345,0.0642903
TTLL1,8.8566100169884,7.742146
TTLL2,0.322076,0.0492452
TTLL3,3.855077,4.21585
TTLL4,6.9302200323278,5.49924
TTLL5,4.371898,5.022127
TTLL6,0.0,0.0
TTLL7,0.104573,0.218951
TTLL9,0.0321431,0.16169
TTL,9.26401,8.892124
TTN,0.81027516654,0.42690060703
TTPAL,4.732845,3.712196
TTPA,0.0,0.0
TTR,0.0,0.0
TTTY10,0.0,0.119351
TTTY11,0.0,0.0
TTTY12,0.0,0.0
TTTY13,0.0,0.0
TTTY15,0.080135,3.73531
TTTY16,0.0,0.0
TTTY17A,0.0,0.0
TTTY18,0.0,0.0
TTTY19,0.0,0.0
TTTY1B,0.0,0.0
TTTY20,0.0,0.0
TTTY21B,0.0,0.0
TTTY22,0.0,0.0
TTTY23,0.0,0.0
TTTY3,0.0,0.0
TTTY4B,0.0792495,0.0
TTTY5,0.0,0.0
TTTY6B,0.0,0.0
TTTY7,0.0,0.0
TTTY8B,0.0,0.0
OFD1P6Y,0.0,0.0
TTYH1,0.2987853,0.488544
TTYH2,17.6230790009004,14.4541210000264
TTYH3,56.797811,57.01721
TUBA1A,144.58418243771,147.95651
TUBA1B,187.310880060351,192.6188029
TUBA1C,31.0462,33.7532
TUBA3C,0.0136948,0.0
TUBA3D,0.135907,0.0869954
TUBA3E,0.0343863,0.0
TUBA4A,75.848853,95.06475
TUBA8,4.803534,8.90372
TUBAL3,0.0,0.0
TUBB1,13.5679,53.6964
TUBB2A,3.7455,4.25551
TUBB2B,0.0,0.0
TUBB4B,51.39535,61.33573
TUBB3,0.2544832,0.2438075
TUBB4A,1.59538,1.25336
TUBB6,10.7499907,24.0460290115858
TUBB8,0.360673,0.0
TUBB,195.803734,154.825645
TUBD1,5.21408044985949,3.3927093245
TUBE1,4.08287,2.358723
TUBG1,4.35049,4.90451
TUBG2,3.488039016341,1.849294
TUBGCP2,43.326878544,43.292141
TUBGCP3,11.6647492823,9.01770100014968
TUBGCP4,3.65344,2.79635383
TUBGCP5,2.701656,1.370107
TUBGCP6,12.800149,13.791261501102
TUB,0.1701240206163,0.03337010134229
TUFM,116.344,122.514
TUFT1,0.75413,0.9439726
TULP1,0.0,0.0
TULP2,0.030012,0.0
TULP3,3.61865312146,2.48553
TULP4,3.5615008,3.1466316
TUSC1,0.914643,2.29072
TUSC2,23.71604,26.6948
TUSC3,2.321862,0.153475
TUSC5,0.019301,0.0
TUT1,6.582405,6.055287
TWF1,12.424638000417,10.661779
TWF2,143.488708,166.39
TWIST1,0.0211976,0.0
TWIST2,0.558048,0.416157
TWISTNB,5.72727,4.52622
TWSG1,4.24874,3.49957
TXK,14.85796,9.95364
TXLNA,14.69048,11.99548
TXLNB,0.45787,0.434574
TXLNG,15.207855,8.063864
TXN2,77.69302,76.53582
TXNDC11,40.348923,35.4679
TXNDC12,70.7481,77.3856
TXNDC15,11.762153,9.51932
TXNDC16,2.3991704,1.9545095972
TXNDC17,8.22773,10.4864
TXNDC2,0.0,0.172829
NME8,1.1133,1.07534
TXNDC5,113.9916522,50.08288
NME9,0.961395,0.524726
TXNDC8,0.0,0.0
TXNDC9,15.520629,12.777584
TXNIP,1892.36379,2041.7191
TXNL1,53.302258,47.3707926825
TXNL4A,58.9317724,57.195268
TXNL4B,6.8149307,6.082205233627
TXNRD1,29.0806963132789,19.53270338
TXNRD2,21.76421808119,16.81522306267
TXNRD3,0.881748,1.50099
TXN,243.832366,266.483
TYK2,36.151352,34.7245474
TYMP,525.1858,1007.52602
TYMS,5.105641,2.79448
TYRO3,0.731144,0.6595004
TYROBP,1328.511,1921.011
TYRP1,0.0,0.0
TYR,0.0,0.0
TYSND1,8.828973,8.2826
TYW1B,1.9097427,1.07825
TYW1,7.9389600111038,7.14258
TYW3,7.7775211,4.09232
T,0.0,0.0
U2AF1L4,22.11487,21.91876
U2AF1,145.434008,127.661439
U2AF2,90.62238,83.2776
UACA,0.9182870727881,0.7490023
UAP1L1,7.5861,8.15681
UAP1,11.9369,8.7925
UBA1,121.30033,101.44804
UBA2,64.21822,47.191354
UBA3,31.1418101629011,22.499160143
UBA52,572.0937,586.1688
UBA5,16.531968,14.214729
UBA6,4.847584,3.527001
UBA7,30.2546,30.6329
UBAC1,39.303024,47.756478
UBAC2,49.5363786,44.8115842
UBAP1,29.04948,23.88451913529
UBAP2L,44.479459,34.58126
UBAP2,8.5176956,7.3436061
UBASH3A,26.88064,17.568391
UBASH3B,7.31095,5.28775
UBB,1157.557,1109.509
UBC,2719.95564,2635.64201
UBD,0.0364246,0.186685
UBE2A,32.43615,33.37691
UBE2B,38.6939,30.2012
UBE3D,3.1687187,1.6664699
UBE2C,3.52724,0.96058
UBE2D1,32.6527,27.2829
UBE2D2,80.11088,68.01754
UBE2D3,254.50958,214.3986057
UBE2D4,8.86695,6.71783
UBE2DNL,0.0,0.0
UBE2E1,58.04253,52.532722
UBE2E2,14.68727,14.76097
UBE2E3,45.992793,44.17707
UBE2F,57.24235,49.93759
UBE2G1,31.6015,25.5894
UBE2G2,61.63178,53.38756
UBE2H,19.0451,14.3274
UBE2I,147.882566,146.872861
UBE2J1,61.4215,54.5132
UBE2J2,47.065524,58.42933
UBE2K,20.92254,16.139014
UBE2L3,97.2986,93.7026
UBE2L6,132.83648,198.34901
UBE2M,57.9117,70.5185
UBE2NL,0.03282,0.0
UBE2N,41.6214,31.1102
UBE2O,12.718451,12.883134
UBE2Q1,45.3335,37.8997
UBE2Q2P1,1.64513,1.75001
UBE2Q2,21.458231,13.300444
UBE2QL1,0.0965047,0.143221
UBE2R2,57.0429,57.0288
UBE2S,32.9778,36.5297
UBE2T,2.13503,1.06054
UBE2U,0.0,0.0
UBE2V1,120.253386,105.539731
UBE2V2,33.8513,24.2958
UBE2W,6.134109,5.431682
UBE2Z,50.6483,45.5553
UBE3A,28.475777,20.468997
UBE3B,14.397735224663,12.39395075654
UBE3C,25.8638329,20.164525
UBE4A,16.46579,10.34226115
UBE4B,16.48464198089,15.2310901
UBFD1,8.15753,6.07415
UBIAD1,16.1617,13.1862
UBL3,42.5082,32.9479
UBL4A,30.2986,26.8946
UBL4B,0.0,0.0
UBL5,224.3003,219.5461
UBL7,58.459496,54.584806
UBLCP1,28.2068,20.8868
UBN1,20.9070539,17.02792
UBN2,1.828375,1.573203
UBOX5,5.049862,5.254468
UBP1,32.47186,23.46492
UBQLN1,40.12939,27.0496
UBQLN2,29.88506,22.67131
UBQLN3,0.0,0.0
UBQLN4,18.1902495,17.19591
UBQLNL,0.119902,0.167857
UBR1,4.181632,2.58595
UBR2,10.80778704937,10.690771
UBR3,8.359998,6.50296
UBR4,57.5629548,61.354917
UBR5,15.31208,13.11319
UBR7,18.353468,12.44361
UBTD1,10.8402,15.8283
UBTD2,5.37386,4.55462
UBTFL1,0.0,0.0
UBTF,66.00154,51.4105
UBXN10,1.05434,0.40695
UBXN11,29.0369010001004,38.49635
UBXN1,255.160370059331,293.03838
UBXN2A,9.63266400034761,10.3095390000502
UBXN2B,11.7276,9.008
UBXN4,37.652017,26.446304
UBXN6,100.0981,117.5783
UBXN7,5.28974700049207,4.41083700401869
UBXN8,4.768494,4.47447
UCA1,0.150595,0.0238222
UCHL1,0.548193,0.208121
UCHL3,29.137857,23.53797
UCHL5,23.48377,16.105318
UCK1,17.19517,17.1576577
UCK2,7.2831,5.60158
UCKL1,20.273951,17.383338
UCMA,0.0,0.0
UCN2,0.0,0.0
UCN3,0.0,0.0
UCN,1.3009,1.45869
UCP1,0.0,0.0
UCP2,551.747472,536.31841
UCP3,1.288721,0.645619
UEVLD,7.01170332,4.4857440143254
UFC1,137.382,136.73
UFD1L,33.945898,33.2974825795
UFM1,34.67113,28.12781
UFSP1,1.26811,1.48558
UFSP2,11.8102,7.59331
UGCG,7.77853,8.73182
UGDH,6.89375,5.4019436
UGGT1,12.9538893,10.55251
UGGT2,1.281159,1.540171
UGP2,79.36386,66.82216
UGT1A10,2.34917e-05,1.57032e-05
UGT1A1,0.152561,0.187295
UGT1A3,0.0,0.0
UGT1A4,0.0,0.0
UGT1A5,0.0,0.0
UGT1A6,0.0,0.0
UGT1A7,0.0,0.0
UGT1A8,0.0,0.0
UGT1A9,0.0,0.0
UGT2A1,0.00670553,0.0200268
UGT2A3,0.0,0.0
UGT2B10,0.0,0.0
UGT2B11,0.0,0.0
UGT2B15,0.402449,0.235408
UGT2B28,0.0,0.0
UGT2B4,0.1267843,0.117792
UGT2B7,0.0,0.0
UGT3A1,0.0431899,0.0
UGT3A2,0.0583525,0.0
UGT8,0.446735,0.263399
UHMK1,22.40637,11.62381
UHRF1BP1L,10.779234,9.4054288
UHRF1BP1,4.101817,3.0606338
UHRF1,1.581432,1.021314
UHRF2,9.0705900202212,8.675212
UIMC1,34.638223,35.3085200002532
ULBP1,0.127355,0.14505
ULBP2,0.0735958,0.162055
ULBP3,1.383435,1.033931
ULK1,12.7235,12.3142
ULK2,9.06273,5.51091
ULK3,13.5192330480355,10.6078513428844
ULK4,1.521223,1.253496
UMODL1,0.1582629,0.107665
UMOD,0.0,0.0
UMPS,3.85366100039777,3.276624
UNC119B,12.0677,10.2083
UNC119,48.5249,66.49741
UNC13A,0.0534156,0.0446075
UNC13B,0.52264002771,0.44104610851
UNC13C,0.0,0.0
UNC13D,51.996373,59.855016
UNC45A,26.554913,24.807623
UNC45B,0.240079,0.138008
UNC50,19.799784,18.748891
UNC5A,0.0743729,0.25059
UNC5B,0.7677478142,0.04726179599
UNC5CL,0.880804,0.68806
UNC5C,0.0,0.0289028
UNC5D,0.0333006,0.010112
UNC80,0.796959,0.683415
UNC93A,0.0,0.0
UNC93B1,65.6215,110.14
UNCX,0.0,0.0
UNG,8.853528,8.26866
UNKL,7.109434,6.379278
UNK,13.21468,9.26383
UPB1,0.4554291,0.0632964
PLEKHD1,0.1824324,0.0382565
UPF1,25.0554469,21.34408
UPF2,20.56965,15.997713
UPF3A,48.630971,33.063539
UPF3B,17.3712,17.193636
UPK1A,0.0944447,0.0
UPK1B,0.201771984,0.06238287019
UPK2,0.118615,0.0
UPK3A,11.93371,6.50139
UPK3BL,8.14587,10.2305
UPK3B,0.75063,1.242035
UPP1,51.40119,63.52365
UPP2,0.0,0.0
UPRT,10.88462,9.1711912
UQCC1,6.12720900869381,3.93828546003505
UQCR10,76.4173,77.40141
UQCR11,125.735,132.799
UQCRB,80.444142,70.35751
UQCRC1,153.24297,164.39078
UQCRC2,151.789061,117.698475
UQCRFS1,124.126,129.907
UQCRHL,1.40015,0.346841
UQCRH,378.6073,335.5703
UQCRQ,35.3558,35.6224
URB1,2.92814,1.99894
URB2,3.70650744,2.5118900498728
URGCP,8.384474,6.90485
URM1,62.1538309,58.627126
UROC1,0.0222422,0.0569984
UROD,40.666859,37.6140271296
UROS,42.4145328,36.632877
USE1,39.175651,39.35491
USF1,21.08347,25.48588
USF2,174.997280022678,181.611720001125
USH1C,0.0,0.0
USH1G,0.00989602,0.0
USH2A,0.0,0.0
USHBP1,0.6340704,0.43700968
USMG5,185.04738,180.20339
USO1,18.98047,12.8263
USP10,38.161684,27.99828
USP11,17.11,13.8218
USP12,14.7559,12.7135
USP13,2.11725,1.640142613
USP14,11.2137113,7.084965606
USP15,28.916241,23.712931
USP16,16.821590574875,13.702091
USP17L2,0.0,0.0
USP17L6P,0.0,0.0
USP17L9P,0.0,0.0
USP18,6.80283,3.03293
USP19,17.6866824,15.4893604906721
USP1,24.22546,15.2169
USP20,19.094760102623,17.80894
USP21,12.4630002054457,10.37825
USP22,39.0188001,34.04149
USP24,10.1184,6.56871
USP25,25.25573,17.35718
USP26,0.105228,0.138364
USP27X,2.60584,1.9569
USP28,11.226961,8.2490037999
USP29,0.0192675,0.05122
USP2,0.0417742,0.0
USP30,4.623485,4.931385
USP31,0.769963,1.00618
USP32,10.9024119,11.31154
USP33,17.469497,14.0344576001281
USP34,37.690914,36.8533
USP35,2.6503023608,2.422844
USP36,27.349578,20.2514137
USP37,3.79658975,2.057212
USP38,12.315948,8.730675
USP39,41.7072227,31.583507
USP3,42.8918700026207,45.7776150119034
USP40,5.1248524,2.816081
USP42,7.0277155,6.0772
USP43,0.1058158,0.0225972
USP44,1.16018,0.634897
USP45,1.0727109,1.8208243
USP46,1.6059900185233,0.925496645
USP47,14.347672,11.37696
USP48,21.679086,19.222585
USP49,0.393343,0.299898
USP4,41.28762,36.38469
USP50,0.0,0.0693631
USP51,0.581683,0.111805
USP53,9.724801,2.829004
USP54,1.7373077,1.178587
USP5,36.64154,31.22083
USP6NL,7.453297,7.25029
USP6,0.1488129,0.0691762
USP7,52.80826,45.6942488007317
USP8,12.4632561,10.44249477
USP9X,11.891707,7.41085
USP9Y,0.00188169,2.0477394
USPL1,9.290784,7.057421
UST,1.36575,1.21579
UTF1,1.59279,3.72214
UTP11L,15.307933,11.77079
UTP14A,12.852266401,11.8478352
UTP14C,7.991056,4.252093
UTP15,2.19597024824,1.50594000017385
UTP18,34.5414,24.2702
UTP20,2.070485,1.614564
UTP23,8.78416,7.13347
UTP3,24.325,19.0737
UTP6,17.450184,15.360721
UTRN,13.2085605,9.406181
UTS2B,0.210501,0.245261
UTS2R,0.0764222,0.0754353
UTS2,0.8421512,1.139293
UTY,0.275588,7.131966
UVRAG,12.024677513203,9.76321
UXS1,34.02427,30.9959700001376
UXT,251.42929,231.69803
VAC14,14.589286,14.89548174
VAMP1,7.10617,5.11739
VAMP2,140.709,143.41
VAMP3,40.1336,42.77
VAMP4,13.696436,11.15232
VAMP5,89.5329,127.3
VAMP7,36.608079203755,32.2672602
VAMP8,266.277,322.184
VANGL1,1.36486,1.123954652
VANGL2,0.0537192,0.00508415
VAPA,24.23726,21.97771
VAPB,11.737875,11.608598
VARS2,9.8110799646235,9.92331553
VARS,40.1195,40.073
VASH1,4.069378,5.2357781
VASH2,0.1387604,0.0219152
VASN,0.0310402,0.0801337
VASP,221.9158,250.9733
VAT1L,0.0368363,0.0
VAT1,32.09829,32.89294722
VAV1,58.6955734946,60.67988837
VAV2,7.7117621,8.244043
VAV3,10.926309,9.227891
