,pbmc_1,pbmc_10
ZNF491,0.725094,0.390782
ZNF492,0.348293,0.491478
ZNF493,2.984456,4.62835
ZNF496,11.341563,5.76621
ZNF497,0.99239,1.05591517
ZSCAN25,8.1271,6.464756
ZNF500,4.233286,4.04848352087
ZNF501,0.319927,0.162936
ZNF502,1.9689784,0.5205657
ZNF503,5.2376,5.43798
ZNF506,10.17742234671,11.770070195024
ZNF507,5.7617959,4.322267
ZNF510,3.2090079,1.75007
ZNF511,39.722213145259,45.272943
ZNF512B,4.8187,3.88396
ZNF512,19.406954,13.28162
ZNF513,6.15676,6.54346
ZNF514,1.955207,2.626368
ZNF516,5.09019,4.933877
ZNF517,5.2854071,2.930452
ZNF518A,4.066871,3.08583
ZNF518B,5.65425,4.02244
ZNF519,0.8990817,1.0520069
ZNF521,0.08415331143,0.161073977166
ZNF524,42.6357,57.8422
ZNF526,3.38861,1.84322
ZNF527,3.05896,2.489815
ZNF528,1.489055,0.770357
ZNF529,3.474962,3.00796680916418
ZNF530,1.072713,0.979346
ZNF532,1.70337,2.152847322047
ZNF534,0.0171565,0.075889
ZNF536,0.0775024,0.0551632
ZNF540,0.838793000491468,0.3609178729
ZNF541,0.1755156,0.164022
ZNF542P,3.43017461,2.6370666000215
ZNF543,1.37482,0.671258
ZNF544,7.2686469,5.095413
ZNF546,0.356067,0.505511
ZNF547,0.33112168,0.0
ZNF548,6.7161246,5.8320600140914
ZNF549,4.23507,2.712623
ZNF550,2.9067521,2.643087
ZNF551,3.85452,2.197129
ZNF552,2.947742,3.3912
ZNF554,2.28937,2.255705
ZNF555,1.152104,1.02781
ZNF556,0.09676318,0.05047062
ZNF557,1.2435609166332,1.11886
ZNF558,3.4165011,3.311424
ZNF559,12.622179,9.97985300033815
ZNF560,0.0,0.0
ZNF561,5.785627099,4.827778551
ZNF562,3.9704341132494,3.06013000373917
ZNF563,1.693772,0.909065
ZNF564,4.37041,3.32741
ZNF565,2.056857,0.586683
ZNF566,1.5203321004,1.05092679150722
ZNF567,2.59064,1.99178
ZNF568,3.981341,2.079918
ZNF569,3.14632,1.449644
ZNF570,1.411829,0.627895
ZNF571,3.090975,2.09357
ZNF572,0.414079,0.153174
ZNF573,1.068663,0.753929459716
ZNF574,7.98235,8.54487
ZNF575,6.303986,4.595608
ZNF576,2.2363,2.11008
ZNF577,2.213192,1.279642
ZNF578,1.215067,0.996481
ZNF579,7.36207,8.74395
ZNF57,0.7701600344,0.469886
ZNF580,29.725910001902,33.9745255473
ZNF581,49.48299,67.3502
ZNF582,1.22795,1.48972000077337
ZNF583,2.78863500952,1.70824
ZNF584,2.757518,1.97703
ZNF585A,2.5761,1.48647
ZNF585B,1.633124,1.10606
ZNF586,14.417195,8.023296
ZNF587,2.8900571,2.1467962
ZNF589,5.177721107939,3.239172
ZNF592,15.978226,14.55534
ZNF593,23.3652,14.5559
ZNF594,0.820395,0.319216
ZNF595,6.8958535196125,1.895645
ZNF596,0.43622500756438,0.0
ZNF597,1.85772,1.66325
ZNF598,22.72253,19.70916
ZNF599,1.7096993,1.233862
ZNF600,3.27274,1.49369
ZNF605,3.01202700016285,3.63439300003048
ZNF606,1.332791699756,0.955536
ZNF607,1.268976,0.965006
ZNF608,1.027051,0.1843506
ZNF609,14.571762,11.628808
ZNF610,0.55119,0.239612
ZNF611,3.08330072,1.8747756
ZNF613,1.084595,0.855824
ZNF614,2.183783,2.165691
ZNF615,2.5471951082622,1.684862
ZNF616,1.767466875,1.519847
ZNF618,0.8291616,0.774941
ZNF619,1.102208,0.44131300659225
ZNF620,1.167832,1.264233
ZNF621,2.389202,1.528870716
ZNF622,30.4707,30.3867
ZNF623,5.45855000017894,4.567254056
ZNF624,1.48007,1.47151
ZNF625,0.417906,0.183394
ZNF626,2.4884710025879,1.76626337
ZNF627,3.455256,3.75465
ZNF628,9.14784,11.2041
ZNF629,2.59353,2.29101
ZNF630,1.564912,0.6528018
ZNF638,18.4987180003656,15.778673168
ZNF639,23.76721,24.6302
ZNF641,8.4964966,5.64672
ZFP69,3.26003700884005,2.532698
ZFP69B,0.862866,0.360826
ZNF644,7.812489,6.0803
ZNF645,0.0,0.0
ZNF646,5.29738,3.95084
ZNF648,0.0,0.0
ZNF649,2.59464,1.89372
ZNF652,12.69566,13.57885
ZNF653,3.49161,3.51944
ZNF654,7.05641,4.73477
ZNF655,38.56532192693,27.5936632003471
ZNF658,1.738652596,0.925052
ZNF660,0.103205,0.0
ZNF662,0.4123501,0.2150658
ZNF664,19.23824,16.62509
ZNF665,0.550425,0.324673
ZNF667,0.642801,0.233599000758229
ZNF668,8.154785,9.005329
ZNF669,7.5779,6.67267
ZNF670,0.589593,0.333224
ZNF671,6.8665069352,4.26024
ZNF672,22.2928,20.5045
KRBOX4,10.743762,6.784538
ZNF674,1.864939,1.112443
ZNF675,6.62868,4.23196
ZNF676,0.0,0.0
ZNF677,4.389629,1.705851159411
ZNF678,3.23954,3.863891
ZNF679,0.0,0.0
ZNF680,3.61064,2.59802379
ZNF681,1.8333697,0.72332868
ZNF682,0.756332,0.68852
ZNF683,18.334045242,5.01564
ZNF684,2.50135,1.18784
ZNF687,13.092691,14.113279
ZNF688,27.547,24.66081
ZNF689,5.30911,4.792206
ZNF691,2.765981,1.692855
ZNF692,4.650042,3.88007600393465
ZNF695,0.8247186,0.6701636
ZNF696,3.03286,1.70986
ZNF697,1.05117,0.55922
ZNF699,1.31483,0.889725
ZNF69,1.97622,1.29896
ZNF700,3.117822,1.89593
ZNF701,2.694068,1.8004988
ZNF702P,0.86237,0.43145
ZNF703,11.929,16.201
ZNF704,0.016093,0.0106919
ZNF705A,0.0,0.0
ZNF705D,0.0,0.0232572
ZNF706,25.16499,23.99167
ZNF707,4.894629,5.1599025
ZNF708,3.066096,2.1716831
ZNF709,0.92811,0.628759
ZNF70,1.10904,0.961154
ZNF710,7.92285,8.25029
ZNF711,0.969285,1.295777
ZNF713,0.8713851038,0.739746
ZNF714,2.81303,2.514397
ZNF716,0.328212,0.168892
ZNF717,1.322664,0.942598
ZNF718,3.41044,1.05135
ZNF71,6.6603,5.66341
ZNF720,4.405536,3.3902774915
ZNF721,11.145673,7.79079100003842
ZNF727,0.0,0.0
ZNF732,0.0335978,0.0321049
ZNF735,0.0,0.0
ZNF737,1.80552,1.17403
ZNF740,8.51546,6.27043
ZNF746,9.33211,9.72736
ZNF747,6.00119,5.4483
ZNF749,1.53956,1.07236
ZNF74,3.91911000005797,3.064520000152
ZNF750,0.0,0.0
ZNF75A,7.88822,5.31144
ZNF75D,5.766802,4.49537
ZNF761,5.22596465687,4.79134200085694
ZNF763,1.45851,0.7146182
ZNF764,4.59646,2.93306
ZNF765,2.787026,1.82071
ZNF766,10.79292,9.262883
ZNF767P,1.7554000457301,1.42991900068651
ZNF768,11.71381,13.539485
ZNF76,16.24839,12.8657703
ZNF770,6.68778,4.59819
ZNF771,3.228889,1.420106
ZNF772,0.8940269302,0.9897048125
ZNF773,4.265932,2.90938
ZNF774,0.201035,0.0
ZNF775,4.39051,4.37
ZNF776,3.54784,2.6227254
ZNF777,14.1588,13.056
ZNF778,2.983038,1.678587
ZNF77,2.73791,2.15769
ZNF780A,3.302055,2.76343800753828
ZNF780B,1.747834,1.340686
ZNF781,0.857704,0.752091
ZNF782,1.10012,0.550007
ZNF784,3.1912,4.216806
ZNF785,3.792018,2.494648
ZNF786,3.753689,3.0164811
ZNF787,39.745955,52.983644
ZNF789,3.904152,3.463744
ZNF790,1.27054,1.27398
ZNF791,7.52485102436348,4.864995692731
ZNF792,7.74834,5.61586
ZNF793,2.120436,1.18442970206009
ZNF799,2.331977,1.583847
ZNF79,2.130931,2.06632000096047
ZNF7,11.14834,8.93079
ZNF800,11.77168,10.3282188056
ZNF804A,2.10149,3.18429
ZNF804B,0.0,0.0
ZNF805,2.0613700113664,1.92852039
ZNF808,7.323112,6.07321
ZNF80,0.64645,0.455741
ZNF813,1.95496,1.21593
ZNF814,7.26643,2.650053
ZNF816,2.137428,1.39502
ZNF81,0.903837,0.601833
ZNF821,5.029038,5.531597
ZNF823,0.850491,0.774936
ZNF827,2.47857604649,1.8423100778048
CHAMP1,5.945751397929,5.4720433625
ZNF829,1.046113,0.899233
ZNF830,13.1096,8.64707
ZNF831,5.87795,4.13796
ZNF835,0.619952,0.4228603
ZNF836,3.327680214172,2.200496
ZNF837,4.45621,4.03635
ZNF839,7.929606342,6.23206843862
ZNF83,4.433385,2.871627
ZNF841,1.457598,1.283076
ZNF843,0.0522904,0.0
ZNF844,1.94305,2.46417281686
ZNF845,2.61994,2.47897
ZNF846,2.22723,1.785868
ZNF84,2.94952400925174,1.564112
ZNF853,5.37183,5.10128
ZNF85,1.798088,0.9581874
ZNF860,0.66224,0.495136
ZNF862,10.89211,9.31873
ZNF876P,0.421064,0.290974
ZNF878,0.0103627,0.00411687
ZNF879,0.991828,0.954086
ZNF880,9.25724,5.46514
ZNF8,1.579877,1.528895
ZNF90,0.8970364,18.0665805
ZNF91,11.406345,7.95705
ZNF92,10.1191000002449,8.8080820360006
ZNF93,1.855909,0.640452
ZNF98,0.0,0.0
ZNF99,0.0570811,0.0826397
ZNFX1,13.8163,11.7692
ZNHIT1,79.20468,81.13362
ZNHIT2,10.5038,9.13842
ZNHIT3,33.590569,31.53274
ZNHIT6,10.808825,6.58542
ZNRD1,24.34907,26.3355
ZNRF1,6.556942,8.417
ZNRF2,10.3854,9.13781
ZNRF3,0.412281,0.430014
ZNRF4,0.0,0.0
ZP1,0.0562697,0.0170902
ZP2,0.0,0.0
ZP3,8.570671,5.133173
ZP4,0.0,0.0
ZPBP2,0.200236,0.221976
ZPBP,0.0,0.0
ZPLD1,0.00397968,0.0498678
ZRANB1,16.0776,14.54999
ZRANB2,21.81578,12.90074
ZRANB3,1.03074384,1.016316
ZRSR2,42.9276,35.1888
ZSCAN10,0.159517,0.205905
ZSCAN12,2.554091,1.345583
ZSCAN16,5.358427,4.29542
ZSCAN18,7.6164475,5.796857731
ZSCAN1,0.0,0.0
ZSCAN20,0.510431199,0.415425165
ZSCAN21,4.385662,4.16534
ZSCAN22,0.961977,0.685936
ZSCAN23,0.5565564,0.5939688
ZSCAN29,6.0295811,5.80290205
ZSCAN2,7.103821,6.3239087529
ZSCAN4,0.0565553,0.147426
ZSCAN5A,3.541665,3.121592
ZSCAN5B,0.0,0.0
ZSWIM1,3.15354,3.065813
ZSWIM2,0.0,0.0
ZSWIM3,0.653459,0.746639
ZSWIM4,3.05176,2.366433
ZSWIM5,0.419951,0.280693
ZSWIM6,8.60809,7.00057
ZSWIM7,18.1431,16.6633100000405
ZUFSP,3.136094,2.17716
ZW10,6.255297,4.17671
ZWILCH,3.92740000005807,2.03225000139361
ZWINT,3.477319,3.71275023
ZXDA,3.44931,3.55546
ZXDB,6.36162,5.50518
ZXDC,16.47336,14.92462
ZYG11A,0.426082,0.222251
ZYG11B,7.47139,6.381709
ZYX,327.73759,442.8384011735
ZZEF1,17.070511,12.744583
ZZZ3,14.530079,9.246122
TPTEP1,5.1553801,13.326484
